x/d,y/d,Cfr,Cfv
0.5,0.761625,-0.045908917,0.695550286
0.5,0.76175,-0.049849835,0.69073228
0.5,0.761875,-0.051266501,0.690234692
0.5,0.762125,-0.049178828,0.694085763
0.5,0.76225,-0.048846758,0.694193833
0.5,0.762375,-0.048969503,0.694730076
0.5,0.7625,-0.049422691,0.694860155
0.5,0.76275,-0.05115689,0.691118579
0.5,0.762875,-0.051502999,0.688513556
0.5,0.763,-0.052182544,0.686560257
0.5,0.76325,-0.055832491,0.682372935
0.5,0.763375,-0.061129918,0.680130754
0.5,0.7635,-0.067039562,0.684520022
0.5,0.763625,-0.074354468,0.693761656
0.5,0.763875,-0.087354287,0.706334977
0.5,0.764,-0.090881078,0.714646879
0.5,0.764125,-0.092151267,0.722999859
0.5,0.76425,-0.090269219,0.728649248
0.5,0.7645,-0.074415504,0.737913789
0.5,0.764625,-0.067799177,0.746704471
0.5,0.76475,-0.064190568,0.759510579
0.5,0.765,-0.057392788,0.756631956
0.5,0.765125,-0.055561868,0.746859674
0.5,0.76525,-0.052890422,0.746101611
0.5,0.765375,-0.049200778,0.746737067
0.5,0.765625,-0.043082789,0.737068491
0.5,0.76575,-0.041720485,0.728093618
0.5,0.765875,-0.040195627,0.717495469
0.5,0.766,-0.037837473,0.704402369
0.5,0.76625,-0.036962242,0.683535923
0.5,0.766375,-0.03939602,0.676192717
0.5,0.7665,-0.041501111,0.673800285
0.5,0.76675,-0.043371657,0.677721052
0.5,0.766875,-0.044336916,0.676955211
0.5,0.767,-0.045592446,0.676847037
0.5,0.767125,-0.04708499,0.67677771
0.5,0.767375,-0.050437768,0.678455613
0.5,0.7675,-0.052665428,0.679367411
0.5,0.767625,-0.054813222,0.680014024
0.5,0.76775,-0.05717239,0.675440944
0.5,0.768,-0.0610302,0.676188368
0.5,0.768125,-0.066200225,0.685223209
0.5,0.76825,-0.072383954,0.697541421
0.5,0.7685,-0.082346889,0.70220601
0.5,0.768625,-0.086097794,0.703830782
0.5,0.76875,-0.089208664,0.705091569
0.5,0.768875,-0.09132366,0.707718745
0.5,0.769125,-0.083755482,0.723701541
0.5,0.76925,-0.077481759,0.729883083
0.5,0.769375,-0.072233551,0.740348678
0.5,0.7695,-0.068416936,0.75528394
0.5,0.76975,-0.059206636,0.744474434
0.5,0.769875,-0.055455624,0.74135468
0.5,0.77,-0.051106469,0.743586359
0.5,0.77025,-0.044679692,0.736621706
0.5,0.770375,-0.043682229,0.728926813
0.5,0.7705,-0.043431471,0.721297781
0.5,0.770625,-0.043815025,0.713696976
0.5,0.770875,-0.050031868,0.697703451
0.5,0.771,-0.055672334,0.693823207
0.5,0.771125,-0.061702442,0.696202725
0.5,0.771375,-0.070630565,0.706825931
0.5,0.7715,-0.071918838,0.715270391
0.5,0.771625,-0.070217057,0.721918005
0.5,0.77175,-0.067699342,0.72558376
0.5,0.772,-0.060856774,0.727201017
0.5,0.772125,-0.057848396,0.732039642
0.5,0.77225,-0.054706433,0.733822841
0.5,0.772375,-0.052757959,0.729774848
0.5,0.772625,-0.052273064,0.722200491
0.5,0.77275,-0.053110183,0.71915181
0.5,0.772875,-0.054884503,0.718574959
0.5,0.773125,-0.063527514,0.709975859
0.5,0.77325,-0.066664583,0.708266421
0.5,0.773375,-0.067380353,0.70826078
0.5,0.7735,-0.0655948,0.70878781
0.5,0.77375,-0.060173538,0.715904713
0.5,0.773875,-0.058997241,0.721068343
0.5,0.774,-0.056991658,0.724199294
0.5,0.774125,-0.054238913,0.723790105
0.5,0.774375,-0.05145419,0.719527966
0.5,0.7745,-0.049979577,0.720317719
0.5,0.774625,-0.051466234,0.728419872
0.5,0.774875,-0.054924658,0.718470322
0.5,0.775,-0.052383652,0.710352394
0.5,0.775125,-0.051666084,0.702834608
0.5,0.77525,-0.055270719,0.699476317
0.5,0.7755,-0.062155268,0.688503331
0.5,0.775625,-0.062981119,0.690911497
0.5,0.77575,-0.062315348,0.691900437
0.5,0.775875,-0.061400899,0.693331363
0.5,0.776125,-0.062624689,0.704516524
0.5,0.77625,-0.062830526,0.707721621
0.5,0.776375,-0.061443391,0.709962791
0.5,0.776625,-0.060242453,0.718141783
0.5,0.77675,-0.061812621,0.721676222
0.5,0.776875,-0.063428386,0.724004291
0.5,0.777,-0.063626491,0.728928341
0.5,0.77725,-0.059638268,0.739670137
0.5,0.777375,-0.057392092,0.747127042
0.5,0.7775,-0.05467677,0.742463992
0.5,0.777625,-0.050734628,0.728704412
0.5,0.777875,-0.03891553,0.716916777
0.5,0.778,-0.035602435,0.711612504
0.5,0.778125,-0.037049912,0.6965871
0.5,0.778375,-0.045168628,0.674760105
0.5,0.7785,-0.046949033,0.677741758
0.5,0.778625,-0.048529838,0.680798195
0.5,0.77875,-0.048264809,0.675976613
0.5,0.779,-0.042788925,0.670776911
0.5,0.779125,-0.043537656,0.671746806
0.5,0.77925,-0.045795637,0.671530226
0.5,0.779375,-0.047639959,0.668462632
0.5,0.779625,-0.04871455,0.664587203
0.5,0.77975,-0.048284255,0.662786124
0.5,0.779875,-0.047869389,0.65873323
0.5,0.780125,-0.046191037,0.657006251
0.5,0.78025,-0.046981972,0.658907654
0.5,0.780375,-0.049684821,0.658936739
0.5,0.7805,-0.053030582,0.660443744
0.5,0.78075,-0.062469815,0.666287867
0.5,0.780875,-0.068812942,0.670008973
0.5,0.781,-0.076159923,0.674726839
0.5,0.781125,-0.083898111,0.6802398
0.5,0.781375,-0.099406738,0.69409095
0.5,0.7815,-0.102786182,0.700810242
0.5,0.781625,-0.10111827,0.707823595
0.5,0.781875,-0.086553256,0.726505734
0.5,0.782,-0.079271063,0.7453327
0.5,0.782125,-0.074138247,0.755447607
0.5,0.78225,-0.068273574,0.752859858
0.5,0.7825,-0.058038605,0.757690123
0.5,0.782625,-0.05462778,0.757309516
0.5,0.78275,-0.052692376,0.752510928
0.5,0.782875,-0.051196985,0.748826043
0.5,0.783125,-0.045895805,0.745578371
0.5,0.78325,-0.041953342,0.743930923
0.5,0.783375,-0.038062098,0.741971008
0.5,0.783625,-0.033817414,0.730198805
0.5,0.78375,-0.034692538,0.726488264
0.5,0.783875,-0.036109464,0.72203953
0.5,0.784,-0.038915356,0.711567203
0.5,0.78425,-0.049123423,0.682046697
0.5,0.784375,-0.055180102,0.681341777
0.5,0.7845,-0.058514981,0.688119069
0.5,0.78475,-0.060452302,0.6927403
0.5,0.784875,-0.062065669,0.696199316
0.5,0.785,-0.064549177,0.692344571
0.5,0.785125,-0.065777849,0.690529991
0.5,0.785375,-0.069368466,0.701805376
0.5,0.7855,-0.073317888,0.70243913
0.5,0.785625,-0.075032309,0.701465475
0.5,0.78575,-0.076999699,0.707514913
0.5,0.786,-0.08173581,0.718159044
0.5,0.786125,-0.081682551,0.723034948
0.5,0.78625,-0.078022504,0.730246371
0.5,0.7865,-0.062649821,0.743238838
0.5,0.786625,-0.060210788,0.746379086
0.5,0.78675,-0.058514889,0.744866988
0.5,0.786875,-0.054442429,0.742881885
0.5,0.787125,-0.050367595,0.737922064
0.5,0.78725,-0.048377268,0.733520411
0.5,0.787375,-0.046468987,0.727777548
0.5,0.7875,-0.045856619,0.72517173
0.5,0.78775,-0.039816727,0.696216677
0.5,0.787875,-0.039406415,0.692027138
0.5,0.788,-0.045532209,0.690327923
0.5,0.78825,-0.057487834,0.683107221
0.5,0.788375,-0.060273799,0.685323847
0.5,0.7885,-0.062400658,0.691400696
0.5,0.788625,-0.063969253,0.695735484
0.5,0.788875,-0.066327892,0.697543954
0.5,0.789,-0.068602182,0.702654656
0.5,0.789125,-0.068921075,0.708165762
0.5,0.78925,-0.0680082,0.712078794
0.5,0.7895,-0.067274388,0.724770368
0.5,0.789625,-0.069350654,0.726843432
0.5,0.78975,-0.067326654,0.725615937
0.5,0.79,-0.055346287,0.724829213
0.5,0.790125,-0.051611626,0.717723654
0.5,0.79025,-0.0510956,0.684042322
0.5,0.790375,-0.047428949,0.675550052
0.5,0.790625,-0.032696264,0.680284751
0.5,0.79075,-0.033490773,0.666886688
0.5,0.790875,-0.037770869,0.656169406
0.5,0.791,-0.042728604,0.650735302
0.5,0.79125,-0.046273114,0.639601029
0.5,0.791375,-0.046621736,0.634808561
0.5,0.7915,-0.04654306,0.630495922
0.5,0.79175,-0.050519921,0.631904466
0.5,0.791875,-0.05427644,0.633956533
0.5,0.792,-0.057703322,0.638438772
0.5,0.792125,-0.060151038,0.641086993
0.5,0.792375,-0.064594864,0.649569425
0.5,0.7925,-0.067418139,0.653698651
0.5,0.792625,-0.070457462,0.656568419
0.5,0.79275,-0.073235304,0.658957358
0.5,0.793,-0.076183671,0.668069242
0.5,0.793125,-0.074357153,0.672841071
0.5,0.79325,-0.070775553,0.675725949
0.5,0.7935,-0.063499966,0.664840534
0.5,0.793625,-0.060343856,0.660519608
0.5,0.79375,-0.057398764,0.661852738
0.5,0.793875,-0.052573491,0.662106788
0.5,0.794125,-0.046913039,0.648172828
0.5,0.79425,-0.0481294,0.644121052
0.5,0.794375,-0.050082149,0.643315956
0.5,0.7945,-0.051620601,0.643770968
0.5,0.79475,-0.053946214,0.646448227
0.5,0.794875,-0.055694408,0.646929401
0.5,0.795,-0.058416023,0.645964397
0.5,0.79525,-0.065094004,0.646178746
0.5,0.795375,-0.068432655,0.646635887
0.5,0.7955,-0.071244688,0.647441787
0.5,0.795625,-0.073087393,0.64934402
0.5,0.795875,-0.074986001,0.652880507
0.5,0.796,-0.075093039,0.654556646
0.5,0.796125,-0.07445514,0.655922563
0.5,0.79625,-0.073023496,0.656681229
0.5,0.7965,-0.069145143,0.655864465
0.5,0.796625,-0.064554569,0.656583009
0.5,0.79675,-0.059666355,0.655249831
0.5,0.797,-0.046421877,0.647969999
0.5,0.797125,-0.040245202,0.641442713
0.5,0.79725,-0.038825289,0.633427784
0.5,0.797375,-0.043157276,0.627190952
0.5,0.797625,-0.05992127,0.631057876
0.5,0.79775,-0.068741798,0.635774858
0.5,0.797875,-0.07737431,0.640824259
0.5,0.798,-0.085431949,0.648822179
0.5,0.79825,-0.095835842,0.662084751
0.5,0.798375,-0.095469409,0.667262787
0.5,0.7985,-0.091400646,0.67453327
0.5,0.79875,-0.077449901,0.68892017
0.5,0.798875,-0.070332643,0.694262567
0.5,0.799,-0.064608598,0.698631685
0.5,0.799125,-0.059781916,0.700974923
0.5,0.799375,-0.053610924,0.70229197
0.5,0.7995,-0.051984753,0.700432727
0.5,0.799625,-0.050285669,0.699252342
0.5,0.799875,-0.047326717,0.69483876
0.5,0.8,-0.047593678,0.691058489
0.5,0.800125,-0.049277961,0.686426288
0.5,0.80025,-0.051359476,0.681539
0.5,0.8005,-0.055047278,0.673068695
0.5,0.800625,-0.057053647,0.674206067
0.5,0.80075,-0.057493189,0.678845284
0.5,0.800875,-0.055229627,0.680508417
0.5,0.801125,-0.049818422,0.672210952
0.5,0.80125,-0.050446186,0.669322752
0.5,0.801375,-0.050269109,0.660855248
0.5,0.801625,-0.043578324,0.643458908
0.5,0.80175,-0.042230978,0.63551721
0.5,0.801875,-0.043038917,0.630342069
0.5,0.802,-0.044547186,0.629014183
0.5,0.80225,-0.046230673,0.626547012
0.5,0.802375,-0.046198421,0.625411765
0.5,0.8025,-0.046135507,0.624216004
0.5,0.802625,-0.04599187,0.622312768
0.5,0.802875,-0.005641927,0.588851536
0.5,0.803,-0.030907237,0.58373202
0.5,0.803125,-0.04761302,0.583132495
0.5,0.803375,-0.056269737,0.598888955
0.5,0.8035,-0.059215139,0.604386863
0.5,0.803625,-0.063272122,0.605493423
0.5,0.80375,-0.068383884,0.6062386
0.5,0.804,-0.080104408,0.613898666
0.5,0.804125,-0.085739096,0.619468553
0.5,0.80425,-0.090489044,0.625323819
0.5,0.804375,-0.093060164,0.632063756
0.5,0.804625,-0.083484597,0.646131017
0.5,0.80475,-0.07618253,0.652078319
0.5,0.804875,-0.070622666,0.662452809
0.5,0.805125,-0.05922838,0.662736575
0.5,0.80525,-0.054864872,0.662573029
0.5,0.805375,-0.050891281,0.663136292
0.5,0.8055,-0.046335628,0.656649662
0.5,0.80575,-0.039964958,0.637899333
0.5,0.805875,-0.043349606,0.645892009
0.5,0.806,-0.047563218,0.638381801
0.5,0.806125,-0.048637503,0.622535784
0.5,0.806375,-0.047382947,0.600541049
0.5,0.8065,-0.048868805,0.595173992
0.5,0.806625,-0.052178934,0.592855627
0.5,0.806875,-0.059145211,0.599725392
0.5,0.807,-0.060568196,0.605788071
0.5,0.807125,-0.061806639,0.60960101
0.5,0.80725,-0.06312493,0.612885239
0.5,0.8075,-0.069641123,0.619918571
0.5,0.807625,-0.07296993,0.621189872
0.5,0.80775,-0.076323886,0.623456018
0.5,0.807875,-0.079236728,0.628473002
0.5,0.808125,-0.079418439,0.640554634
0.5,0.80825,-0.075210149,0.647174008
0.5,0.808375,-0.072326367,0.652958355
0.5,0.808625,-0.060958634,0.670302536
0.5,0.80875,-0.055585996,0.666484408
0.5,0.808875,-0.052409281,0.656888359
0.5,0.809,-0.048590447,0.655732585
0.5,0.80925,-0.039518637,0.651755633
0.5,0.809375,-0.036048746,0.64312185
0.5,0.8095,-0.033976894,0.630336199
0.5,0.809625,-0.034404768,0.613898649
0.5,0.809875,-0.042573237,0.592325912
0.5,0.81,-0.045119623,0.594163438
0.5,0.810125,-0.046596858,0.597147841
0.5,0.810375,-0.049109342,0.592596328
0.5,0.8105,-0.04959746,0.592333927
0.5,0.810625,-0.049921325,0.594294046
0.5,0.81075,-0.051157874,0.59755023
0.5,0.811,-0.054686352,0.601738909
0.5,0.811125,-0.055373581,0.600781528
0.5,0.81125,-0.055619904,0.599046562
0.5,0.811375,-0.055683665,0.595250734
0.5,0.811625,-0.054791226,0.585575142
0.5,0.81175,-0.054416822,0.585895828
0.5,0.811875,-0.055162021,0.591477308
0.5,0.812125,-0.064162195,0.59970687
0.5,0.81225,-0.072018315,0.602174919
0.5,0.812375,-0.079996501,0.607599118
0.5,0.8125,-0.085348949,0.613426542
0.5,0.81275,-0.08256848,0.626719304
0.5,0.812875,-0.077329194,0.629359905
0.5,0.813,-0.07318546,0.630211388
0.5,0.81325,-0.064882177,0.656442607
0.5,0.813375,-0.060823818,0.657356433
0.5,0.8135,-0.057174023,0.658588493
0.5,0.813625,-0.05323061,0.663602498
0.5,0.813875,-0.049011103,0.659725867
0.5,0.814,-0.046905581,0.652548067
0.5,0.814125,-0.044664226,0.644714785
0.5,0.81425,-0.041895724,0.639330183
0.5,0.8145,-0.037746135,0.632866523
0.5,0.814625,-0.037456188,0.628220296
0.5,0.81475,-0.037905478,0.622050521
0.5,0.815,-0.040424587,0.611707769
0.5,0.815125,-0.043398996,0.605364886
0.5,0.81525,-0.048019166,0.600253089
0.5,0.815375,-0.051781911,0.600637591
0.5,0.815625,-0.053051914,0.609013165
0.5,0.81575,-0.052967504,0.608685533
0.5,0.815875,-0.05181476,0.605152989
0.5,0.816,-0.048998223,0.602584045
0.5,0.81625,-0.042517521,0.595436153
0.5,0.816375,-0.042153505,0.587978569
0.5,0.8165,-0.044475692,0.582766494
0.5,0.81675,-0.050687319,0.586176684
0.5,0.816875,-0.053410851,0.58861972
0.5,0.817,-0.056655191,0.587142143
0.5,0.817125,-0.059031836,0.58549766
0.5,0.817375,-0.063761386,0.59024333
0.5,0.8175,-0.067338339,0.593852271
0.5,0.817625,-0.072271987,0.596753188
0.5,0.81775,-0.071125685,0.564170409
0.5,0.818,-0.078668663,0.595034099
0.5,0.818125,-0.08177171,0.608123737
0.5,0.81825,-0.079066927,0.617364873
0.5,0.8185,-0.068519014,0.639398717
0.5,0.818625,-0.062637272,0.647460692
0.5,0.81875,-0.057235606,0.642928139
0.5,0.818875,-0.052754354,0.632931169
0.5,0.819125,-0.040637823,0.633507439
0.5,0.81925,-0.040058635,0.629591137
0.5,0.819375,-0.040544083,0.62277572
0.5,0.8195,-0.041175242,0.614671747
0.5,0.81975,-0.044284266,0.59826856
0.5,0.819875,-0.047209966,0.588914347
0.5,0.82,-0.049401017,0.583135596
0.5,0.82025,-0.054950942,0.585152673
0.5,0.820375,-0.058651455,0.589421152
0.5,0.8205,-0.06249083,0.588763202
0.5,0.820625,-0.064430286,0.58849704
0.5,0.820875,-0.064279656,0.601242023
0.5,0.821,-0.063582335,0.605159336
0.5,0.821125,-0.061479492,0.60807068
0.5,0.82125,-0.059586985,0.613147832
0.5,0.8215,-0.0586214,0.631393132
0.5,0.821625,-0.062906014,0.627918847
0.5,0.82175,-0.068750703,0.616244481
0.5,0.822,-0.064673338,0.617117549
0.5,0.822125,-0.063171088,0.621893295
0.5,0.82225,-0.063107489,0.625313645
0.5,0.822375,-0.061511044,0.624420892
0.5,0.822625,-0.05332098,0.630111935
0.5,0.82275,-0.049678722,0.633228705
0.5,0.822875,-0.047973266,0.62914919
0.5,0.823,-0.044724054,0.624785344
0.5,0.82325,-0.039024523,0.607560739
0.5,0.823375,-0.038646032,0.593798487
0.5,0.8235,-0.039097728,0.581619115
0.5,0.82375,-0.04636016,0.569990901
0.5,0.823875,-0.051291527,0.569174337
0.5,0.824,-0.05461219,0.570495012
0.5,0.824125,-0.057431648,0.571653354
0.5,0.824375,-0.062711976,0.586656161
0.5,0.8245,-0.065615689,0.589596893
0.5,0.824625,-0.068234405,0.592004512
0.5,0.82475,-0.069904555,0.594723892
0.5,0.825,-0.069325813,0.601800448
0.5,0.825125,-0.066784919,0.601965238
0.5,0.82525,-0.063425718,0.602092538
0.5,0.8255,-0.057218743,0.611278697
0.5,0.825625,-0.0545743,0.616387278
0.5,0.82575,-0.051873659,0.620069227
0.5,0.825875,-0.050222738,0.611962055
0.5,0.826125,-0.051516496,0.590372835
0.5,0.82625,-0.050271139,0.591119249
0.5,0.826375,-0.047851461,0.59069076
0.5,0.8265,-0.044756702,0.586807103
0.5,0.82675,-0.039516981,0.575720449
0.5,0.826875,-0.040613198,0.57060328
0.5,0.827,-0.042723661,0.568733754
0.5,0.82725,-0.046582284,0.568918718
0.5,0.827375,-0.048551457,0.567145623
0.5,0.8275,-0.050214479,0.566492467
0.5,0.827625,-0.051772626,0.567010237
0.5,0.827875,-0.054730336,0.567426102
0.5,0.828,-0.056095699,0.567795814
0.5,0.828125,-0.057716567,0.569439956
0.5,0.828375,-0.063257386,0.575280091
0.5,0.8285,-0.06690507,0.578926867
0.5,0.828625,-0.070524801,0.584231741
0.5,0.82875,-0.073515475,0.590941889
0.5,0.829,-0.073516942,0.606507769
0.5,0.829125,-0.066616917,0.61549529
0.5,0.82925,-0.058685764,0.622106338
0.5,0.829375,-0.052423023,0.626052679
0.5,0.829625,-0.042186146,0.606922966
0.5,0.82975,-0.036395522,0.596839469
0.5,0.829875,-0.031380057,0.585847628
0.5,0.830125,-0.031966194,0.557894625
0.5,0.83025,-0.037943655,0.549503771
0.5,0.830375,-0.04218875,0.550030503
0.5,0.8305,-0.044605676,0.553640684
0.5,0.83075,-0.045406552,0.555311304
0.5,0.830875,-0.045657214,0.55623774
0.5,0.831,-0.046339258,0.555769465
0.5,0.831125,-0.046759734,0.552234709
0.5,0.831375,-0.046500959,0.548446116
0.5,0.8315,-0.046786001,0.549148687
0.5,0.831625,-0.047836433,0.550663372
0.5,0.831875,-0.050924722,0.553217056
0.5,0.832,-0.052438405,0.555459192
0.5,0.832125,-0.0538852,0.558348826
0.5,0.83225,-0.055424094,0.561135274
0.5,0.8325,-0.059930507,0.565536642
0.5,0.832625,-0.061205229,0.567304083
0.5,0.83275,-0.06171481,0.568732765
0.5,0.832875,-0.063621807,0.568959577
0.5,0.833125,-0.066619527,0.571218929
0.5,0.83325,-0.068150036,0.571775553
0.5,0.833375,-0.069387263,0.569925404
0.5,0.833625,-0.071918269,0.575529509
0.5,0.83375,-0.072678018,0.585142779
0.5,0.833875,-0.072123115,0.592343471
0.5,0.834,-0.069366606,0.598851442
0.5,0.83425,-0.061037686,0.606871311
0.5,0.834375,-0.057957552,0.605670935
0.5,0.8345,-0.056991004,0.606969079
0.5,0.834625,-0.056071337,0.611349529
0.5,0.834875,-0.052550008,0.611698024
0.5,0.835,-0.051095128,0.607181893
0.5,0.835125,-0.048957297,0.604497785
0.5,0.835375,-0.044939071,0.59934652
0.5,0.8355,-0.044573867,0.593398674
0.5,0.835625,-0.044918099,0.586020343
0.5,0.83575,-0.046944096,0.582210589
0.5,0.836,-0.053258139,0.579243881
0.5,0.836125,-0.056105736,0.577104775
0.5,0.83625,-0.058099714,0.578322549
0.5,0.836375,-0.05944233,0.583106739
0.5,0.836625,-0.06063299,0.590012143
0.5,0.83675,-0.058771245,0.587362646
0.5,0.836875,-0.055483263,0.586935733
0.5,0.837125,-0.043130814,0.585341553
0.5,0.83725,-0.041093066,0.579170753
0.5,0.837375,-0.041893771,0.569166485
0.5,0.8375,-0.04303632,0.557846294
0.5,0.83775,-0.048912307,0.548086378
0.5,0.837875,-0.050528491,0.553778611
0.5,0.838,-0.051837982,0.552800753
0.5,0.838125,-0.053243406,0.552374959
0.5,0.838375,-0.05740502,0.559601015
0.5,0.8385,-0.060187218,0.561899655
0.5,0.838625,-0.063703864,0.564115908
0.5,0.838875,-0.071880829,0.57212073
0.5,0.839,-0.074501781,0.576905504
0.5,0.839125,-0.0749546,0.582208516
0.5,0.83925,-0.073067676,0.587172056
0.5,0.8395,-0.064507269,0.590953532
0.5,0.839625,-0.060900037,0.589153269
0.5,0.83975,-0.059091157,0.586575651
0.5,0.839875,-0.059273768,0.582377299
0.5,0.840125,-0.053294301,0.585301685
0.5,0.84025,-0.049973329,0.584525347
0.5,0.840375,-0.046656028,0.58044049
0.5,0.840625,-0.039704382,0.561567626
0.5,0.84075,-0.040340852,0.551875873
0.5,0.840875,-0.043060965,0.549050134
0.5,0.841,-0.046492959,0.548767954
0.5,0.84125,-0.051133892,0.550756796
0.5,0.841375,-0.051668477,0.555954128
0.5,0.8415,-0.051386625,0.560190435
0.5,0.84175,-0.052324551,0.557968742
0.5,0.841875,-0.052829951,0.556504306
0.5,0.842,-0.052656704,0.556205244
0.5,0.842125,-0.052316567,0.555623861
0.5,0.842375,-0.051946646,0.553875838
0.5,0.8425,-0.051149618,0.552426987
0.5,0.842625,-0.049431849,0.551418201
0.5,0.84275,-0.047517133,0.549843319
0.5,0.843,-0.044670631,0.544312638
0.5,0.843125,-0.045479695,0.544467356
0.5,0.84325,-0.04952325,0.545592137
0.5,0.8435,-0.062652681,0.548385391
0.5,0.843625,-0.068954653,0.552393225
0.5,0.84375,-0.073652301,0.561151838
0.5,0.843875,-0.077080129,0.568916424
0.5,0.844125,-0.077992496,0.580435641
0.5,0.84425,-0.073986798,0.58599984
0.5,0.844375,-0.068203205,0.591230869
0.5,0.8445,-0.063149104,0.597220746
0.5,0.84475,-0.052272435,0.607956307
0.5,0.844875,-0.04775543,0.606843512
0.5,0.845,-0.043693203,0.600341404
0.5,0.84525,-0.036647628,0.584764317
0.5,0.845375,-0.03360577,0.573206816
0.5,0.8455,-0.030876572,0.560825712
0.5,0.845625,-0.031037075,0.551075565
0.5,0.845875,-0.036262795,0.544208027
0.5,0.846,-0.038146817,0.544143706
0.5,0.846125,-0.039523548,0.539075956
0.5,0.84625,-0.039595576,0.537671505
0.5,0.8465,-0.039283957,0.5411372
0.5,0.846625,-0.041313316,0.540649985
0.5,0.84675,-0.043784224,0.539688991
0.5,0.847,-0.048109344,0.540992666
0.5,0.847125,-0.050227345,0.5431169
0.5,0.84725,-0.052209294,0.545227742
0.5,0.847375,-0.054423198,0.548071496
0.5,0.847625,-0.060426155,0.553824523
0.5,0.84775,-0.064020668,0.556174203
0.5,0.847875,-0.067937917,0.559100299
0.5,0.848,-0.072485799,0.560795685
0.5,0.84825,-0.077747649,0.572135684
0.5,0.848375,-0.076653565,0.580063581
0.5,0.8485,-0.072568984,0.586759979
0.5,0.84875,-0.05837051,0.597443312
0.5,0.848875,-0.052813071,0.601344476
0.5,0.849,-0.045517087,0.604169824
0.5,0.849125,-0.040407688,0.592655084
0.5,0.849375,-0.032930459,0.560553826
0.5,0.8495,-0.034113062,0.551470668
0.5,0.849625,-0.037672096,0.547984887
0.5,0.84975,-0.041293859,0.544019847
0.5,0.85,-0.044486163,0.548118098
0.5,0.850125,-0.046671185,0.551085525
0.5,0.85025,-0.044268996,0.530492402
0.5,0.8505,-0.044809431,0.539471751
0.5,0.850625,-0.047294607,0.541500522
0.5,0.85075,-0.048934734,0.541075939
0.5,0.850875,-0.050160967,0.541392414
0.5,0.851125,-0.051735515,0.542115025
0.5,0.85125,-0.052473855,0.542653033
0.5,0.851375,-0.053313276,0.543341518
