,y/d,x/d,Cfr,Cfv
220,0.7775,0.0,0.0,0.6035872193108308
221,0.777625,0.0,0.0,0.6032264545392083
222,0.77775,0.0,0.0,0.6028660348511564
223,0.777875,0.0,0.0,0.602505982263967
224,0.778,0.0,0.0,0.602146221472588
225,0.778125,0.0,0.0,0.6017863802396478
226,0.77825,0.0,0.0,0.6014260470859807
227,0.778375,0.0,0.0,0.6010651708366117
228,0.7785,0.0,0.0,0.6007034407917926
229,0.778625,0.0,0.0,0.6003402428774117
230,0.77875,0.0,0.0,0.5999751273679121
231,0.778875,0.0,0.0,0.5996076706678642
232,0.779,0.0,0.0,0.5992375657232915
233,0.779125,0.0,0.0,0.5988648920266593
234,0.77925,0.0,0.0,0.5984895019179263
235,0.779375,0.0,0.0,0.5981107224615761
236,0.7795,0.0,0.0,0.5977279556893433
237,0.779625,0.0,0.0,0.5973405520575094
238,0.77975,0.0,0.0,0.5969478675215704
239,0.779875,0.0,0.0,0.596549710195923
240,0.78,0.0,0.0,0.5961458373507852
241,0.780125,0.0,0.0,0.5957358642833567
242,0.78025,0.0,0.0,0.5953196482613152
243,0.780375,0.0,0.0,0.5948971222110234
244,0.7805,0.0,0.0,0.5944683912836627
245,0.780625,0.0,0.0,0.5940339380953124
246,0.78075,0.0,0.0,0.5935940646857215
247,0.780875,0.0,0.0,0.5931486375817967
248,0.7809999999999999,0.0,0.0,0.5926974827474338
249,0.781625,0.0,0.0,0.5922401934655847
250,0.782125,0.0,0.0,0.5917764230742745
251,0.782625,0.0,0.0,0.5913063602573688
252,0.783125,0.0,0.0,0.5908300404856239
253,0.783625,0.0,0.0,0.5903473068791595
254,0.784125,0.0,0.0,0.5898581510832247
255,0.784625,0.0,0.0,0.5893624121948252
256,0.78525,0.0,0.0,0.5888600275829056
257,0.78575,0.0,0.0,0.5883512617011438
258,0.78625,0.0,0.0,0.5878361622542422
259,0.78675,0.0,0.0,0.5873144555616614
260,0.78725,0.0,0.0,0.5867858580887146
261,0.78775,0.0,0.0,0.5862499030464741
262,0.78825,0.0,0.0,0.5857062167303071
263,0.788875,0.0,0.0,0.5851548861311031
264,0.789375,0.0,0.0,0.5845959899919233
265,0.789875,0.0,0.0,0.5840296276634261
266,0.790375,0.0,0.0,0.5834559955253776
267,0.790875,0.0,0.0,0.5828750688493376
268,0.791375,0.0,0.0,0.5822869612979502
269,0.791875,0.0,0.0,0.5816920489024728
270,0.792375,0.0,0.0,0.5810905421457597
271,0.7929999999999999,0.0,0.0,0.5804825073590608
272,0.7935,0.0,0.0,0.5798679319932208
273,0.794,0.0,0.0,0.579246523910603
274,0.7945,0.0,0.0,0.5786180790197518
275,0.795,0.0,0.0,0.577982731866079
276,0.7955,0.0,0.0,0.5773405046522804
277,0.7959999999999999,0.0,0.0,0.5766913607717976
278,0.796625,0.0,0.0,0.5760353133108186
279,0.797125,0.0,0.0,0.5753721872852119
280,0.797625,0.0,0.0,0.5747018769700751
281,0.798125,0.0,0.0,0.5740244668418566
282,0.798625,0.0,0.0,0.5733398934655267
283,0.799125,0.0,0.0,0.5726479437576343
284,0.799625,0.0,0.0,0.571948385492848
285,0.800125,0.0,0.0,0.5712408473576361
286,0.80075,0.0,0.0,0.5705250495738863
287,0.80125,0.0,0.0,0.5698010185450378
288,0.80175,0.0,0.0,0.5690688046050986
289,0.80225,0.0,0.0,0.5683285318777392
290,0.80275,0.0,0.0,0.5675804124490158
291,0.80325,0.0,0.0,0.5668245412680383
292,0.80375,0.0,0.0,0.5660611631607138
293,0.804375,0.0,0.0,0.5652907496935919
294,0.804875,0.0,0.0,0.5645136620794109
295,0.805375,0.0,0.0,0.5637301354196131
296,0.805875,0.0,0.0,0.5629403536795679
297,0.806375,0.0,0.0,0.5621442920324285
298,0.806875,0.0,0.0,0.5613420316408665
299,0.807375,0.0,0.0,0.5605340033997702
300,0.8079999999999999,0.0,0.0,0.5597205700568735
301,0.8085,0.0,0.0,0.5589020639056685
302,0.809,0.0,0.0,0.5580788611097922
303,0.8095,0.0,0.0,0.5572511311219523
304,0.81,0.0,0.0,0.5564190949740135
305,0.8105,0.0,0.0,0.5555831237418641
306,0.8109999999999999,0.0,0.0,0.5547434420673404
307,0.8115,0.0,0.0,0.5539001601771296
308,0.812125,0.0,0.0,0.5530533271942668
309,0.812625,0.0,0.0,0.5522028063159521
310,0.813125,0.0,0.0,0.551348554100294
311,0.813625,0.0,0.0,0.5504908153511123
312,0.814125,0.0,0.0,0.5496298474579385
313,0.814625,0.0,0.0,0.5487659971425363
314,0.815125,0.0,0.0,0.5478996188428119
315,0.81575,0.0,0.0,0.547030815133724
316,0.81625,0.0,0.0,0.5461597827953815
317,0.81675,0.0,0.0,0.5452868619265095
318,0.81725,0.0,0.0,0.5444123048224098
319,0.81775,0.0,0.0,0.5435363973181367
320,0.81825,0.0,0.0,0.5426593817104086
321,0.81875,0.0,0.0,0.5417813241609611
322,0.81925,0.0,0.0,0.5409024029653191
323,0.819875,0.0,0.0,0.5400230044143197
324,0.820375,0.0,0.0,0.5391435067357703
325,0.820875,0.0,0.0,0.5382643590640112
326,0.821375,0.0,0.0,0.5373859909690498
327,0.821875,0.0,0.0,0.5365086145565076
328,0.822375,0.0,0.0,0.5356324657482867
329,0.822875,0.0,0.0,0.5347578158578955
330,0.8235,0.0,0.0,0.53388487908536
331,0.8240000000000001,0.0,0.0,0.5330139459342128
332,0.8245,0.0,0.0,0.5321452561286811
333,0.825,0.0,0.0,0.5312789253507408
334,0.8255,0.0,0.0,0.53041513069143
335,0.826,0.0,0.0,0.5295541134530457
336,0.8265,0.0,0.0,0.5286961230084776
337,0.8270000000000001,0.0,0.0,0.5278414933501846
338,0.827625,0.0,0.0,0.5269905137223393
339,0.828125,0.0,0.0,0.5261433221049034
340,0.828625,0.0,0.0,0.5253000767707926
341,0.829125,0.0,0.0,0.52446093880226
342,0.829625,0.0,0.0,0.5236260402416851
343,0.830125,0.0,0.0,0.5227955856933341
344,0.830625,0.0,0.0,0.5219697452132296
345,0.83125,0.0,0.0,0.5211486133821785
346,0.83175,0.0,0.0,0.5203323146315391
347,0.83225,0.0,0.0,0.5195209782633499
348,0.83275,0.0,0.0,0.5187147254824037
349,0.83325,0.0,0.0,0.5179137132436116
350,0.83375,0.0,0.0,0.5171180580108425
351,0.83425,0.0,0.0,0.5163277926724112
352,0.834875,0.0,0.0,0.5155429361638603
353,0.835375,0.0,0.0,0.5147634734130951
354,0.835875,0.0,0.0,0.5139893648246147
355,0.836375,0.0,0.0,0.5132205998523981
356,0.836875,0.0,0.0,0.5124571279733919
357,0.837375,0.0,0.0,0.5116988461517926
358,0.837875,0.0,0.0,0.5109456445813945
359,0.838375,0.0,0.0,0.5101973820511091
360,0.8390000000000001,0.0,0.0,0.5094538976019088
361,0.8395,0.0,0.0,0.5087150347683734
362,0.84,0.0,0.0,0.5079805912294165
363,0.8405,0.0,0.0,0.5072503027586148
364,0.841,0.0,0.0,0.5065238788202798
365,0.8415,0.0,0.0,0.5058009882304102
366,0.8420000000000001,0.0,0.0,0.5050813308262928
367,0.842625,0.0,0.0,0.5043647121931899
368,0.843125,0.0,0.0,0.5036509706131799
369,0.843625,0.0,0.0,0.502940002668487
370,0.844125,0.0,0.0,0.5022317398288149
371,0.844625,0.0,0.0,0.5015260693232775
372,0.845125,0.0,0.0,0.5008229619567142
373,0.845625,0.0,0.0,0.5001224975088685
374,0.846125,0.0,0.0,0.49942471034506947
375,0.84675,0.0,0.0,0.49872957866196316
376,0.84725,0.0,0.0,0.4980370554494863
377,0.84775,0.0,0.0,0.4973469919620125
378,0.84825,0.0,0.0,0.496659314206446
379,0.84875,0.0,0.0,0.49597415772228165
380,0.84925,0.0,0.0,0.4952916412946894
381,0.84975,0.0,0.0,0.4946118908947958
382,0.850375,0.0,0.0,0.49393501788720856
383,0.850875,0.0,0.0,0.49326093508999397
384,0.851375,0.0,0.0,0.4925895427953701
385,0.851875,0.0,0.0,0.4919207561868112
386,0.852375,0.0,0.0,0.491254380561821
387,0.852875,0.0,0.0,0.4905901936285755
388,0.853375,0.0,0.0,0.48992786287189144
389,0.8540000000000001,0.0,0.0,0.48926686253412854
390,0.8545,0.0,0.0,0.48860676757104327
391,0.855,0.0,0.0,0.48794737746375727
392,0.8555,0.0,0.0,0.4872885388996362
393,0.856,0.0,0.0,0.4866302604100166
394,0.8565,0.0,0.0,0.48597250430899996
395,0.857,0.0,0.0,0.4853149178935564
396,0.8575,0.0,0.0,0.4846572433061178
397,0.858125,0.0,0.0,0.48399932637502396
398,0.858625,0.0,0.0,0.4833409408284539
399,0.859125,0.0,0.0,0.48268198068523227
400,0.859625,0.0,0.0,0.48202228622494253
401,0.860125,0.0,0.0,0.4813615135489144
402,0.860625,0.0,0.0,0.4806994656932483
403,0.861125,0.0,0.0,0.4800361438144477
404,0.86175,0.0,0.0,0.47937157575046696
405,0.86225,0.0,0.0,0.47870592662925116
406,0.86275,0.0,0.0,0.4780393112498814
407,0.86325,0.0,0.0,0.4773715705712055
408,0.86375,0.0,0.0,0.476702563267838
409,0.86425,0.0,0.0,0.4760321402621796
410,0.86475,0.0,0.0,0.47536011427551367
411,0.86525,0.0,0.0,0.4746864668842357
412,0.865875,0.0,0.0,0.4740111088653879
413,0.866375,0.0,0.0,0.47333380689877086
414,0.866875,0.0,0.0,0.47265444809463775
415,0.867375,0.0,0.0,0.4719730143103657
416,0.867875,0.0,0.0,0.47128955592444893
417,0.868375,0.0,0.0,0.47060431910566
418,0.868875,0.0,0.0,0.4699175089598984
419,0.8695,0.0,0.0,0.46922914021717577
420,0.87,0.0,0.0,0.468539312829771
421,0.8705,0.0,0.0,0.46784817362026104
422,0.871,0.0,0.0,0.46715586801922326
423,0.8715,0.0,0.0,0.46646269591683603
424,0.872,0.0,0.0,0.4657689410998638
425,0.8725,0.0,0.0,0.46507480378031074
426,0.873,0.0,0.0,0.46438059875651444
427,0.873625,0.0,0.0,0.46368674064559234
428,0.874125,0.0,0.0,0.4629936881813326
429,0.874625,0.0,0.0,0.46230201985205066
430,0.875125,0.0,0.0,0.4616122274568207
431,0.875625,0.0,0.0,0.4609245551852906
432,0.876125,0.0,0.0,0.4602391958837503
433,0.876625,0.0,0.0,0.45955622708505195
434,0.87725,0.0,0.0,0.45887565715171996
435,0.87775,0.0,0.0,0.45819760871844994
436,0.87825,0.0,0.0,0.4575220440164064
437,0.87875,0.0,0.0,0.4568487112532744
438,0.87925,0.0,0.0,0.456177449301284
439,0.87975,0.0,0.0,0.4555081876893493
440,0.88025,0.0,0.0,0.45484090203197974
441,0.880875,0.0,0.0,0.4541757656718767
442,0.881375,0.0,0.0,0.45351281498234863
443,0.881875,0.0,0.0,0.4528517105534934
444,0.882375,0.0,0.0,0.45219214998475704
445,0.882875,0.0,0.0,0.45153381904059847
446,0.883375,0.0,0.0,0.45087639648589
447,0.883875,0.0,0.0,0.45021985838221024
448,0.884375,0.0,0.0,0.44956416263414795
449,0.885,0.0,0.0,0.4489091822023279
450,0.8855,0.0,0.0,0.4482549573551119
451,0.8859999999999999,0.0,0.0,0.44760158610159934
452,0.8865,0.0,0.0,0.44694930021534807
453,0.887,0.0,0.0,0.4462986060092152
454,0.8875,0.0,0.0,0.4456498489511819
455,0.888,0.0,0.0,0.44500300477905635
456,0.888625,0.0,0.0,0.4443579790494379
457,0.889125,0.0,0.0,0.44371444911745195
458,0.889625,0.0,0.0,0.44307212600683293
459,0.890125,0.0,0.0,0.4424311488868297
460,0.890625,0.0,0.0,0.4417915002669267
461,0.891125,0.0,0.0,0.44115297770785505
462,0.891625,0.0,0.0,0.44051552300649544
463,0.892125,0.0,0.0,0.4398789993435257
464,0.89275,0.0,0.0,0.43924338414348063
465,0.89325,0.0,0.0,0.43860898602810167
466,0.89375,0.0,0.0,0.437975938016412
467,0.89425,0.0,0.0,0.4373440563507077
468,0.89475,0.0,0.0,0.43671320128010316
469,0.89525,0.0,0.0,0.4360831363381055
470,0.89575,0.0,0.0,0.43545367009414626
471,0.896375,0.0,0.0,0.4348249726522486
472,0.896875,0.0,0.0,0.4341971777392403
473,0.897375,0.0,0.0,0.4335703547667592
474,0.897875,0.0,0.0,0.4329447040680886
475,0.898375,0.0,0.0,0.4323203709540487
476,0.898875,0.0,0.0,0.4316976010259873
477,0.899375,0.0,0.0,0.4310768672493615
478,0.899875,0.0,0.0,0.43045848640936757
479,0.9005,0.0,0.0,0.4298425140890142
480,0.9009999999999999,0.0,0.0,0.42922893021332315
481,0.9015,0.0,0.0,0.4286174868716486
482,0.902,0.0,0.0,0.42800793332002357
483,0.9025,0.0,0.0,0.42740028386171774
484,0.903,0.0,0.0,0.42679438304619577
485,0.9035,0.0,0.0,0.42618989519383244
486,0.904125,0.0,0.0,0.4255865881167167
487,0.904625,0.0,0.0,0.4249842123033396
488,0.905125,0.0,0.0,0.4243826020189466
489,0.905625,0.0,0.0,0.4237818516933462
490,0.906125,0.0,0.0,0.42318189944044654
491,0.906625,0.0,0.0,0.42258235375954856
492,0.907125,0.0,0.0,0.4219828659542055
493,0.90775,0.0,0.0,0.42138303565462526
494,0.90825,0.0,0.0,0.42078247979352784
495,0.90875,0.0,0.0,0.4201811269832417
496,0.90925,0.0,0.0,0.4195788775987112
497,0.90975,0.0,0.0,0.41897555694474037
498,0.91025,0.0,0.0,0.4183711467873183
499,0.91075,0.0,0.0,0.4177656586348444
500,0.91125,0.0,0.0,0.41715922634229713
501,0.911875,0.0,0.0,0.41655223881168946
502,0.912375,0.0,0.0,0.41594496371929923
503,0.912875,0.0,0.0,0.4153373940626887
504,0.913375,0.0,0.0,0.4147294934020097
505,0.913875,0.0,0.0,0.41412106124186165
506,0.914375,0.0,0.0,0.413511946504111
507,0.914875,0.0,0.0,0.41290236100755157
508,0.9155,0.0,0.0,0.41229241717246257
509,0.9159999999999999,0.0,0.0,0.4116821092972449
510,0.9165,0.0,0.0,0.4110715309647041
511,0.917,0.0,0.0,0.4104606683142293
512,0.9175,0.0,0.0,0.4098495782940959
513,0.9179999999999999,0.0,0.0,0.409238539504396
514,0.9185,0.0,0.0,0.40862768839356267
515,0.919,0.0,0.0,0.4080169559137204
516,0.919625,0.0,0.0,0.4074062688282666
517,0.920125,0.0,0.0,0.40679543216951747
518,0.920625,0.0,0.0,0.4061843180825923
519,0.921125,0.0,0.0,0.4055731082784884
520,0.921625,0.0,0.0,0.4049619822805401
521,0.922125,0.0,0.0,0.4043511387884093
522,0.922625,0.0,0.0,0.4037408439309233
523,0.92325,0.0,0.0,0.40313121918229905
524,0.92375,0.0,0.0,0.40252248215160286
525,0.92425,0.0,0.0,0.40191502829824793
526,0.92475,0.0,0.0,0.4013091298365878
527,0.92525,0.0,0.0,0.4007049383383328
528,0.92575,0.0,0.0,0.40010253679773927
529,0.92625,0.0,0.0,0.3995017979257969
530,0.926875,0.0,0.0,0.398902640096801
531,0.927375,0.0,0.0,0.3983052101133661
532,0.927875,0.0,0.0,0.397709552206485
533,0.928375,0.0,0.0,0.39711563976605585
534,0.928875,0.0,0.0,0.3965234819667682
535,0.929375,0.0,0.0,0.3959329676788069
536,0.929875,0.0,0.0,0.3953440308210494
537,0.930375,0.0,0.0,0.3947567485725337
538,0.9309999999999999,0.0,0.0,0.3941710720915302
539,0.9315,0.0,0.0,0.39358679228942584
540,0.932,0.0,0.0,0.3930036818324373
541,0.9325,0.0,0.0,0.39242140885097476
542,0.9329999999999999,0.0,0.0,0.39183969561294973
543,0.9335,0.0,0.0,0.3912585062439046
544,0.934,0.0,0.0,0.39067781237119337
545,0.934625,0.0,0.0,0.39009761905415374
546,0.935125,0.0,0.0,0.38951800536741205
547,0.935625,0.0,0.0,0.3889389676508274
548,0.936125,0.0,0.0,0.3883606164263598
549,0.936625,0.0,0.0,0.3877832477991091
550,0.937125,0.0,0.0,0.38720704555658914
551,0.937625,0.0,0.0,0.38663203868114815
552,0.938125,0.0,0.0,0.38605819571824196
553,0.93875,0.0,0.0,0.38548529107288293
554,0.93925,0.0,0.0,0.3849131651179255
555,0.93975,0.0,0.0,0.38434195308003544
556,0.94025,0.0,0.0,0.3837717043303815
557,0.94075,0.0,0.0,0.3832024044159955
558,0.94125,0.0,0.0,0.38263410116514374
559,0.94175,0.0,0.0,0.38206671431480443
560,0.942375,0.0,0.0,0.38150023060282284
561,0.942875,0.0,0.0,0.380934817238516
562,0.943375,0.0,0.0,0.3803705199788142
563,0.943875,0.0,0.0,0.3798072381659124
564,0.944375,0.0,0.0,0.3792448641345859
565,0.944875,0.0,0.0,0.3786831800645366
566,0.945375,0.0,0.0,0.3781220241293714
567,0.945875,0.0,0.0,0.37756147362233766
568,0.9465,0.0,0.0,0.3770015977938586
569,0.9470000000000001,0.0,0.0,0.3764424805526832
570,0.9475,0.0,0.0,0.37588425859988206
571,0.948,0.0,0.0,0.37532695833687396
572,0.9485,0.0,0.0,0.3747706817415257
573,0.9490000000000001,0.0,0.0,0.3742156699992251
574,0.9495,0.0,0.0,0.3736620689079174
575,0.950125,0.0,0.0,0.3731099281893489
576,0.950625,0.0,0.0,0.3725592468985826
577,0.951125,0.0,0.0,0.372009864721306
578,0.951625,0.0,0.0,0.3714616564704289
579,0.952125,0.0,0.0,0.37091467508687836
580,0.952625,0.0,0.0,0.3703688952297862
